#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
AADACL2	SUCNR1	9606.ENSP00000348911	9606.ENSP00000355156	0	0	0	0	0.054	0	0	0.714	0.718
NUP107	MDM2	9606.ENSP00000229179	9606.ENSP00000258149	0	0	0	0	0.056	0	0.900	0.117	0.909
NUP107	EIF4E	9606.ENSP00000229179	9606.ENSP00000425561	0	0	0	0	0.081	0	0.900	0.094	0.909
NUP107	WDR33	9606.ENSP00000229179	9606.ENSP00000325377	0	0	0	0	0.131	0	0.900	0.048	0.910
NUP107	HSPA4	9606.ENSP00000229179	9606.ENSP00000302961	0	0	0	0	0.132	0.061	0.900	0.102	0.917
NUP107	NDC1	9606.ENSP00000229179	9606.ENSP00000360483	0	0	0	0	0.190	0.463	0.600	0.623	0.925
NUP107	AHCTF1	9606.ENSP00000229179	9606.ENSP00000355465	0	0	0	0	0.171	0.741	0.600	0.965	0.996
OCLN	DSG1	9606.ENSP00000347379	9606.ENSP00000257192	0	0	0	0	0.062	0	0	0.474	0.485
OCLN	DSC2	9606.ENSP00000347379	9606.ENSP00000280904	0	0	0	0	0.101	0	0	0.402	0.439
OCLN	EPS8	9606.ENSP00000347379	9606.ENSP00000281172	0	0	0	0	0.062	0	0	0.412	0.425
OCLN	CLDN12	9606.ENSP00000347379	9606.ENSP00000287916	0	0	0	0	0.062	0	0	0.736	0.741
OCLN	PTGS2	9606.ENSP00000347379	9606.ENSP00000356438	0	0	0	0	0	0	0	0.403	0.403
OCLN	PIK3R1	9606.ENSP00000347379	9606.ENSP00000428056	0	0	0	0	0	0	0	0.406	0.407
OCLN	PCDH11X	9606.ENSP00000347379	9606.ENSP00000362186	0	0	0	0	0	0	0	0.519	0.519
OCLN	AQP4	9606.ENSP00000347379	9606.ENSP00000372654	0	0	0	0	0	0	0	0.607	0.607
OCLN	ZEB1	9606.ENSP00000347379	9606.ENSP00000354487	0	0	0	0	0	0	0	0.619	0.619
OCLN	EPS15	9606.ENSP00000347379	9606.ENSP00000360798	0	0	0	0	0	0.270	0	0.589	0.687
OCLN	TGFBR1	9606.ENSP00000347379	9606.ENSP00000364133	0	0	0	0	0	0.240	0.900	0.890	0.990
OPA1	PPARGC1A	9606.ENSP00000354681	9606.ENSP00000264867	0	0	0	0	0	0	0	0.433	0.433
OPA1	LRRK2	9606.ENSP00000354681	9606.ENSP00000298910	0	0	0	0	0.077	0.522	0	0.430	0.727
OPA1	MFF	9606.ENSP00000354681	9606.ENSP00000302037	0	0	0	0	0.066	0.077	0	0.681	0.701
OPA1	SLC25A46	9606.ENSP00000354681	9606.ENSP00000348211	0	0	0	0	0.062	0.270	0	0.564	0.675
OPA1	EPS15	9606.ENSP00000354681	9606.ENSP00000360798	0	0	0	0	0.131	0.174	0	0.286	0.443
OPA1	TFAM	9606.ENSP00000354681	9606.ENSP00000420588	0	0	0	0	0.062	0.091	0	0.557	0.589
OPRM1	SLC1A2	9606.ENSP00000394624	9606.ENSP00000278379	0	0	0	0	0	0	0	0.429	0.429
OPRM1	GPM6A	9606.ENSP00000394624	9606.ENSP00000280187	0	0	0	0	0	0.175	0	0.798	0.826
OPRM1	GABRG1	9606.ENSP00000394624	9606.ENSP00000295452	0	0	0	0	0.062	0	0	0.402	0.415
OPRM1	TRPM8	9606.ENSP00000394624	9606.ENSP00000323926	0	0	0	0	0	0	0	0.404	0.404
OPRM1	PGR	9606.ENSP00000394624	9606.ENSP00000325120	0	0	0	0	0	0.056	0	0.649	0.654
OPRM1	RGS7BP	9606.ENSP00000394624	9606.ENSP00000334851	0	0	0	0	0.062	0	0	0.425	0.437
OPRM1	GNAI1	9606.ENSP00000394624	9606.ENSP00000343027	0	0	0	0	0	0.303	0.800	0.182	0.876
OPRM1	NKAIN2	9606.ENSP00000394624	9606.ENSP00000357402	0	0	0	0	0	0	0	0.594	0.594
OPRM1	SCN9A	9606.ENSP00000394624	9606.ENSP00000386306	0	0	0	0	0.062	0.056	0	0.517	0.534
OPRM1	CREB1	9606.ENSP00000394624	9606.ENSP00000387699	0	0	0	0	0	0.058	0	0.504	0.512
OPRM1	GABRA2	9606.ENSP00000394624	9606.ENSP00000421828	0	0	0	0	0.065	0	0	0.623	0.633
OPRM1	HDAC2	9606.ENSP00000394624	9606.ENSP00000430432	0	0	0	0	0	0	0.900	0.189	0.915
OR10AG1	PRKACB	9606.ENSP00000311477	9606.ENSP00000359719	0	0	0	0	0	0	0.600	0	0.600
OR10G7	PRKACB	9606.ENSP00000329689	9606.ENSP00000359719	0	0	0	0	0	0	0.600	0	0.600
OR14I1	PRKACB	9606.ENSP00000339726	9606.ENSP00000359719	0	0	0	0	0.064	0	0.600	0	0.609
OR2AG1	PRKACB	9606.ENSP00000485326	9606.ENSP00000359719	0	0	0	0	0	0	0.600	0	0.600
OR2AG1	ELF2	9606.ENSP00000485326	9606.ENSP00000377782	0	0	0	0	0	0	0	0.450	0.450
OR2L2	PRKACB	9606.ENSP00000355435	9606.ENSP00000359719	0	0	0	0	0	0	0.600	0	0.600
OR2L3	MMS22L	9606.ENSP00000353044	9606.ENSP00000275053	0	0	0	0	0	0	0	0.460	0.459
OR2L3	PRKACB	9606.ENSP00000353044	9606.ENSP00000359719	0	0	0	0	0	0	0.600	0	0.600
OR2T12	PRKACB	9606.ENSP00000324583	9606.ENSP00000359719	0	0	0	0	0	0	0.600	0	0.600
OR4K2	PRKACB	9606.ENSP00000298642	9606.ENSP00000359719	0	0	0	0	0	0	0.600	0	0.600
OR4P4	PRKACB	9606.ENSP00000324831	9606.ENSP00000359719	0	0	0	0	0	0	0.600	0	0.600
OR51A4	PRKACB	9606.ENSP00000369731	9606.ENSP00000359719	0	0	0	0	0	0	0.600	0	0.600
OR5H1	PRKACB	9606.ENSP00000346575	9606.ENSP00000359719	0	0	0	0	0	0	0.600	0	0.600
OR5H14	PRKACB	9606.ENSP00000401706	9606.ENSP00000359719	0	0	0	0	0	0	0.600	0	0.600
OR5M1	PRKACB	9606.ENSP00000435416	9606.ENSP00000359719	0	0	0	0	0	0	0.600	0	0.600
OR6A2	PRKACB	9606.ENSP00000330384	9606.ENSP00000359719	0	0	0	0	0.052	0	0.600	0	0.604
OR6C4	PRKACB	9606.ENSP00000377799	9606.ENSP00000359719	0	0	0	0	0	0	0.600	0	0.600
OR6C74	PRKACB	9606.ENSP00000342836	9606.ENSP00000359719	0	0	0	0	0	0	0.600	0	0.600
OR8D1	PRKACB	9606.ENSP00000350474	9606.ENSP00000359719	0	0	0	0	0	0	0.600	0	0.600
OR8G1	ZNF280D	9606.ENSP00000476313	9606.ENSP00000267807	0	0	0	0	0	0	0	0.558	0.558
OR8G1	PRKACB	9606.ENSP00000476313	9606.ENSP00000359719	0	0	0	0	0	0	0.600	0	0.600
OR8H1	PRKACB	9606.ENSP00000323595	9606.ENSP00000359719	0	0	0	0	0	0	0.600	0	0.600
OR8J3	PRKACB	9606.ENSP00000301529	9606.ENSP00000359719	0	0	0	0	0	0	0.600	0	0.600
ORC4	KITLG	9606.ENSP00000441953	9606.ENSP00000228280	0	0	0	0	0	0	0.900	0	0.900
ORC4	AMN1	9606.ENSP00000441953	9606.ENSP00000281471	0	0	0	0	0.065	0	0	0.441	0.455
ORC4	WDHD1	9606.ENSP00000441953	9606.ENSP00000353793	0	0	0	0	0.643	0	0	0.185	0.696
ORC4	KRIT1	9606.ENSP00000441953	9606.ENSP00000378015	0	0	0	0	0.492	0	0	0	0.491
ORC4	MCMDC2	9606.ENSP00000441953	9606.ENSP00000413632	0	0	0	0	0.235	0.369	0	0.431	0.701
OSBPL8	BBS10	9606.ENSP00000261183	9606.ENSP00000376946	0	0	0	0	0.063	0	0	0.408	0.422
OSBPL8	TMEM167A	9606.ENSP00000261183	9606.ENSP00000424707	0	0	0	0	0.100	0	0	0.415	0.451
OSBPL8	SNX13	9606.ENSP00000261183	9606.ENSP00000398789	0	0	0	0	0.491	0	0	0.086	0.515
OSBPL8	ZDHHC17	9606.ENSP00000261183	9606.ENSP00000403397	0	0	0	0	0.180	0	0	0.456	0.535
OSBPL8	PPP1R12A	9606.ENSP00000261183	9606.ENSP00000389168	0	0	0	0	0.584	0.056	0	0.043	0.591
OSBPL8	PDE4DIP	9606.ENSP00000261183	9606.ENSP00000358363	0	0	0	0	0.062	0	0	0.664	0.671
OTC	SLC2A2	9606.ENSP00000039007	9606.ENSP00000323568	0	0	0	0	0.329	0	0	0.151	0.407
OTC	PMPCB	9606.ENSP00000039007	9606.ENSP00000249269	0	0	0	0	0	0	0.900	0.108	0.906
OTOGL	EMC2	9606.ENSP00000400895	9606.ENSP00000220853	0	0	0	0	0	0	0	0.656	0.656
OTOGL	MYO6	9606.ENSP00000400895	9606.ENSP00000358994	0	0	0	0	0	0.115	0	0.563	0.597
OTUD6B	USP37	9606.ENSP00000285420	9606.ENSP00000258399	0	0	0	0	0	0.056	0	0.550	0.558
OTUD6B	USP44	9606.ENSP00000285420	9606.ENSP00000258499	0	0	0	0	0.062	0	0	0.497	0.508
OTUD6B	USP15	9606.ENSP00000285420	9606.ENSP00000280377	0	0	0	0	0.068	0	0	0.500	0.514
OTUD6B	ZRANB1	9606.ENSP00000285420	9606.ENSP00000352676	0	0	0	0	0	0	0	0.518	0.518
OTUD6B	UCHL5	9606.ENSP00000285420	9606.ENSP00000356425	0	0	0	0	0.115	0	0	0.485	0.525
OTUD6B	ALG13	9606.ENSP00000285420	9606.ENSP00000378260	0	0	0	0	0.183	0	0	0.501	0.575
OTUD6B	TRIP12	9606.ENSP00000285420	9606.ENSP00000373696	0	0	0	0	0.062	0.066	0	0.604	0.622
OTUD6B	MYSM1	9606.ENSP00000285420	9606.ENSP00000418734	0	0	0	0	0.145	0.149	0	0.563	0.654
OTUD6B	USP45	9606.ENSP00000285420	9606.ENSP00000333376	0	0	0	0	0.138	0	0	0.625	0.663
OTUD6B	YOD1	9606.ENSP00000285420	9606.ENSP00000326813	0	0	0	0	0	0	0	0.757	0.757
OXR1	EMC2	9606.ENSP00000405424	9606.ENSP00000220853	0	0	0	0	0.142	0	0	0.342	0.411
OXR1	EIF2S1	9606.ENSP00000405424	9606.ENSP00000256383	0	0	0	0	0	0	0	0.428	0.428
OXR1	DMXL1	9606.ENSP00000405424	9606.ENSP00000439479	0	0	0	0	0.124	0	0	0.499	0.542
P2RY10	LPAR6	9606.ENSP00000171757	9606.ENSP00000367691	0	0	0	0.812	0.065	0	0.300	0.681	0.403
P2RY10	BTLA	9606.ENSP00000171757	9606.ENSP00000333919	0	0	0	0	0.615	0	0	0	0.615
P2RY10	GPR174	9606.ENSP00000171757	9606.ENSP00000276077	0	0	0	0.930	0.691	0	0	0.758	0.707
PACRGL	PPARGC1A	9606.ENSP00000423881	9606.ENSP00000264867	0	0	0	0	0	0	0	0.501	0.501
PACRGL	KCNIP4	9606.ENSP00000423881	9606.ENSP00000371587	0	0	0	0	0.062	0	0	0.470	0.482
PANK1	PANK3	9606.ENSP00000302108	9606.ENSP00000239231	0	0	0	0.979	0.063	0	0.800	0.919	0.808
PANK1	EPS15	9606.ENSP00000302108	9606.ENSP00000360798	0	0	0	0	0	0	0.540	0	0.540
PANK3	DMXL1	9606.ENSP00000239231	9606.ENSP00000439479	0	0	0	0	0.081	0	0	0.382	0.408
PANK3	PANK1	9606.ENSP00000239231	9606.ENSP00000302108	0	0	0	0.979	0.063	0	0.800	0.919	0.808
PAPD4	XRN1	9606.ENSP00000397563	9606.ENSP00000264951	0	0	0	0	0.086	0.066	0	0.556	0.588
PAPD4	PUM2	9606.ENSP00000397563	9606.ENSP00000338173	0	0	0	0	0.140	0.103	0	0.696	0.745
PAPD4	FAM46D	9606.ENSP00000397563	9606.ENSP00000443410	0	0	0	0	0	0	0	0.574	0.574
PAPD4	EIF4E	9606.ENSP00000397563	9606.ENSP00000425561	0	0	0	0	0.064	0.155	0	0.615	0.669
PAPD4	DICER1	9606.ENSP00000397563	9606.ENSP00000437256	0	0	0	0	0.107	0.166	0	0.619	0.691
PARPBP	RAD51AP1	9606.ENSP00000332915	9606.ENSP00000228843	0	0	0	0	0.700	0	0	0.161	0.738
PARPBP	MAD2L1	9606.ENSP00000332915	9606.ENSP00000296509	0	0	0	0	0.608	0	0	0.108	0.635
PARPBP	WDHD1	9606.ENSP00000332915	9606.ENSP00000353793	0	0	0	0	0.329	0	0	0.193	0.435
PARPBP	CCPG1	9606.ENSP00000332915	9606.ENSP00000403400	0	0	0	0	0	0	0	0.695	0.695
PARPBP	DEPDC1	9606.ENSP00000332915	9606.ENSP00000412292	0	0	0	0	0.615	0	0	0.385	0.753
PAX5	ELF1	9606.ENSP00000350844	9606.ENSP00000239882	0	0	0	0	0	0.059	0.600	0.078	0.622
PAX5	TLR3	9606.ENSP00000350844	9606.ENSP00000296795	0	0	0	0	0	0	0	0.499	0.499
PAX5	BTLA	9606.ENSP00000350844	9606.ENSP00000333919	0	0	0	0	0.187	0	0	0.309	0.414
PAX5	FAS	9606.ENSP00000350844	9606.ENSP00000347979	0	0	0	0	0	0	0	0.415	0.415
PAX5	HDAC2	9606.ENSP00000350844	9606.ENSP00000430432	0	0	0	0	0	0	0	0.448	0.448
PAX5	ELF2	9606.ENSP00000350844	9606.ENSP00000377782	0	0	0	0	0	0.059	0.600	0.101	0.632
PCDH11X	OCLN	9606.ENSP00000362186	9606.ENSP00000347379	0	0	0	0	0	0	0	0.519	0.519
PCDH11X	DPP10	9606.ENSP00000362186	9606.ENSP00000376855	0	0	0	0	0.086	0	0	0.411	0.439
PCDH11X	ZFX	9606.ENSP00000362186	9606.ENSP00000368475	0	0	0	0	0.104	0.056	0	0.401	0.449
PCDH11X	SRSF10	9606.ENSP00000362186	9606.ENSP00000420195	0	0	0	0	0	0.061	0	0.464	0.475
PCDH15	EPS8	9606.ENSP00000363068	9606.ENSP00000281172	0	0	0	0	0	0	0	0.407	0.407
PCDH15	SLC4A7	9606.ENSP00000363068	9606.ENSP00000295736	0	0	0	0	0	0	0	0.436	0.436
PCDH15	MYO6	9606.ENSP00000363068	9606.ENSP00000358994	0	0	0	0	0	0.081	0	0.525	0.544
PCDH15	CTNNA3	9606.ENSP00000363068	9606.ENSP00000389714	0	0	0	0	0.108	0.159	0	0.286	0.418
PCDH15	VEZT	9606.ENSP00000363068	9606.ENSP00000410083	0	0	0	0	0.060	0	0	0.470	0.480
PCDH15	DFNB59	9606.ENSP00000363068	9606.ENSP00000386647	0	0	0	0	0	0	0	0.602	0.602
PCDH15	EYS	9606.ENSP00000363068	9606.ENSP00000424243	0	0	0	0	0	0.073	0	0.624	0.637
PCDH9	SLC5A7	9606.ENSP00000367096	9606.ENSP00000264047	0	0	0	0	0.082	0	0	0.684	0.697
PCDH9	GPM6A	9606.ENSP00000367096	9606.ENSP00000280187	0	0	0	0	0.442	0	0	0.074	0.461
PCDH9	LPHN2	9606.ENSP00000367096	9606.ENSP00000322270	0	0	0	0	0.062	0	0	0.405	0.418
PCDH9	ELF2	9606.ENSP00000367096	9606.ENSP00000377782	0	0	0	0	0.062	0.058	0	0.391	0.415
PCDH9	DPP10	9606.ENSP00000367096	9606.ENSP00000376855	0	0	0	0	0.096	0	0	0.420	0.454
PCDH9	ST6GAL2	9606.ENSP00000367096	9606.ENSP00000386942	0	0	0	0	0.094	0	0	0.668	0.687
PCGF5	YAF2	9606.ENSP00000445704	9606.ENSP00000328004	0	0	0	0	0	0.887	0.600	0.649	0.982
PCGF5	ZBTB41	9606.ENSP00000445704	9606.ENSP00000356375	0	0	0	0	0.093	0.056	0	0.422	0.462
PCGF5	MTF2	9606.ENSP00000445704	9606.ENSP00000359321	0	0	0	0	0.064	0	0.360	0.203	0.481
PCGF5	AEBP2	9606.ENSP00000445704	9606.ENSP00000381840	0	0	0	0	0	0.056	0.900	0.294	0.927
PCGF5	PHC3	9606.ENSP00000445704	9606.ENSP00000420294	0	0	0	0	0.065	0.253	0.900	0.369	0.950
PCGF5	HDAC2	9606.ENSP00000445704	9606.ENSP00000430432	0	0	0	0	0	0	0.900	0.103	0.906
PCGF5	CDC27	9606.ENSP00000445704	9606.ENSP00000434614	0	0	0	0	0.062	0	0.540	0	0.550
PDE1A	CALM2	9606.ENSP00000410309	9606.ENSP00000272298	0	0	0	0	0.062	0.699	0.600	0.230	0.901
PDE1A	PPP1R1C	9606.ENSP00000410309	9606.ENSP00000280295	0	0	0	0	0.049	0	0	0.504	0.508
PDE1A	GUCY1A3	9606.ENSP00000410309	9606.ENSP00000296518	0	0	0	0	0.137	0	0.650	0.330	0.780
PDE1A	ABCD2	9606.ENSP00000410309	9606.ENSP00000310688	0	0	0	0	0.076	0	0	0.425	0.445
PDE1A	PDE4D	9606.ENSP00000410309	9606.ENSP00000345502	0	0	0	0.782	0.093	0.176	0.500	0.687	0.653
PDE1A	PDE5A	9606.ENSP00000410309	9606.ENSP00000347046	0	0	0	0.599	0.093	0.127	0.500	0.871	0.719
PDE1A	PRKG1	9606.ENSP00000410309	9606.ENSP00000363092	0	0	0	0	0.120	0	0	0.501	0.542
PDE3A	CAMK4	9606.ENSP00000351957	9606.ENSP00000282356	0	0	0	0	0.062	0	0.600	0.076	0.623
PDE3A	GUCY1A3	9606.ENSP00000351957	9606.ENSP00000296518	0	0	0	0	0.062	0	0.650	0.260	0.735
PDE3A	LEPR	9606.ENSP00000351957	9606.ENSP00000330393	0	0	0	0	0	0	0	0.610	0.611
PDE3A	PDE4D	9606.ENSP00000351957	9606.ENSP00000345502	0	0	0	0.615	0.062	0.148	0	0.791	0.417
PDE3A	PDE5A	9606.ENSP00000351957	9606.ENSP00000347046	0	0	0	0.545	0.062	0.383	0	0.794	0.612
PDE3A	PRKACB	9606.ENSP00000351957	9606.ENSP00000359719	0	0	0	0	0.066	0.101	0.600	0.086	0.652
PDE4D	CATSPERB	9606.ENSP00000345502	9606.ENSP00000256343	0	0	0	0	0	0	0.540	0	0.540
PDE4D	AP5M1	9606.ENSP00000345502	9606.ENSP00000261558	0	0	0	0	0	0	0	0.448	0.448
PDE4D	ATM	9606.ENSP00000345502	9606.ENSP00000278616	0	0	0	0	0	0	0	0.453	0.453
PDE4D	CAMK4	9606.ENSP00000345502	9606.ENSP00000282356	0	0	0	0	0.063	0	0.600	0.044	0.610
PDE4D	PRKG1	9606.ENSP00000345502	9606.ENSP00000363092	0	0	0	0	0.129	0.068	0	0.327	0.406
PDE4D	PDE3A	9606.ENSP00000345502	9606.ENSP00000351957	0	0	0	0.615	0.062	0.148	0	0.791	0.417
PDE4D	DPP10	9606.ENSP00000345502	9606.ENSP00000376855	0	0	0	0	0.062	0	0	0.414	0.426
PDE4D	GNA13	9606.ENSP00000345502	9606.ENSP00000400717	0	0	0	0	0	0.126	0	0.371	0.427
PDE4D	KRIT1	9606.ENSP00000345502	9606.ENSP00000378015	0	0	0	0	0	0	0	0.431	0.431
PDE4D	CADM2	9606.ENSP00000345502	9606.ENSP00000384193	0	0	0	0	0	0	0	0.435	0.435
PDE4D	CREB1	9606.ENSP00000345502	9606.ENSP00000387699	0	0	0	0	0	0	0	0.515	0.515
PDE4D	CACNB4	9606.ENSP00000345502	9606.ENSP00000438949	0	0	0	0	0	0	0.540	0	0.540
PDE4D	DENND1B	9606.ENSP00000345502	9606.ENSP00000479816	0	0	0	0	0	0	0	0.631	0.631
PDE4D	PDE1A	9606.ENSP00000345502	9606.ENSP00000410309	0	0	0	0.782	0.093	0.176	0.500	0.687	0.653
PDE4D	PRKACB	9606.ENSP00000345502	9606.ENSP00000359719	0	0	0	0	0.150	0.217	0.600	0.479	0.843
PDE4D	PDE4DIP	9606.ENSP00000345502	9606.ENSP00000358363	0	0	0	0	0.062	0.270	0	0.895	0.922
PDE4DIP	OSBPL8	9606.ENSP00000358363	9606.ENSP00000261183	0	0	0	0	0.062	0	0	0.664	0.671
PDE4DIP	CSRNP3	9606.ENSP00000358363	9606.ENSP00000318258	0	0	0	0	0.090	0	0	0.605	0.625
PDE4DIP	PDE4D	9606.ENSP00000358363	9606.ENSP00000345502	0	0	0	0	0.062	0.270	0	0.895	0.922
PDE4DIP	KIFAP3	9606.ENSP00000358363	9606.ENSP00000354560	0	0	0	0	0.060	0	0	0.651	0.658
PDE4DIP	SCOC	9606.ENSP00000358363	9606.ENSP00000477352	0	0	0	0	0	0	0	0.563	0.563
PDE4DIP	PHC3	9606.ENSP00000358363	9606.ENSP00000420294	0	0	0	0	0	0	0	0.570	0.570
PDE4DIP	PRKACB	9606.ENSP00000358363	9606.ENSP00000359719	0	0	0	0	0	0.688	0	0	0.688
PDE5A	CUL3	9606.ENSP00000347046	9606.ENSP00000264414	0	0	0	0	0.084	0	0	0.392	0.420
PDE5A	GUCY1A3	9606.ENSP00000347046	9606.ENSP00000296518	0	0	0	0	0.151	0.161	0.650	0.407	0.832
PDE5A	NRAS	9606.ENSP00000347046	9606.ENSP00000358548	0	0	0	0	0.063	0.150	0	0.311	0.403
PDE5A	CREB1	9606.ENSP00000347046	9606.ENSP00000387699	0	0	0	0	0.062	0	0	0.409	0.422
PDE5A	PDE3A	9606.ENSP00000347046	9606.ENSP00000351957	0	0	0	0.545	0.062	0.383	0	0.794	0.612
PDE5A	PDE1A	9606.ENSP00000347046	9606.ENSP00000410309	0	0	0	0.599	0.093	0.127	0.500	0.871	0.719
PDE5A	PRKACB	9606.ENSP00000347046	9606.ENSP00000359719	0	0	0	0	0.150	0.849	0	0.148	0.881
PDE5A	PRKG1	9606.ENSP00000347046	9606.ENSP00000363092	0	0	0	0	0.158	0.477	0	0.796	0.902
PDK1	CHM	9606.ENSP00000376352	9606.ENSP00000350386	0	0	0	0	0	0.499	0	0	0.499
PDK1	ANKRD22	9606.ENSP00000376352	9606.ENSP00000360998	0	0	0	0	0.049	0.061	0	0.451	0.468
PEX2	IDE	9606.ENSP00000349543	9606.ENSP00000265986	0	0	0	0	0	0	0.600	0	0.600
PEX2	FARSB	9606.ENSP00000349543	9606.ENSP00000281828	0	0	0	0	0.456	0	0	0	0.456
PEX2	ABCD2	9606.ENSP00000349543	9606.ENSP00000310688	0	0	0	0	0.093	0	0.900	0.257	0.926
PEX2	ATAD1	9606.ENSP00000349543	9606.ENSP00000339017	0	0	0	0	0	0	0.900	0.263	0.923
PEX2	SUPT3H	9606.ENSP00000349543	9606.ENSP00000360515	0	0	0	0	0.491	0	0	0	0.491
PGAP1	CANX	9606.ENSP00000346809	9606.ENSP00000247461	0	0	0	0	0	0.255	0	0.325	0.476
PGAP1	TMED5	9606.ENSP00000346809	9606.ENSP00000359305	0	0	0	0	0	0	0	0.451	0.451
PGAP1	ALG6	9606.ENSP00000346809	9606.ENSP00000360149	0	0	0	0	0.066	0.062	0	0.446	0.472
PGAP1	PIGK	9606.ENSP00000346809	9606.ENSP00000359848	0	0	0	0	0.062	0.113	0.900	0.763	0.977
PGM2L1	GDA	9606.ENSP00000298198	9606.ENSP00000238018	0.116	0	0	0	0.062	0	0	0.438	0.493
PGM2L1	AGL	9606.ENSP00000298198	9606.ENSP00000294724	0	0	0	0	0.062	0	0.900	0.101	0.908
PGM2L1	YOD1	9606.ENSP00000298198	9606.ENSP00000326813	0	0	0	0	0.067	0	0	0.384	0.400
PGM2L1	AEBP2	9606.ENSP00000298198	9606.ENSP00000381840	0	0	0	0	0	0.056	0	0.447	0.456
PGM2L1	PLCXD3	9606.ENSP00000298198	9606.ENSP00000367032	0	0	0	0	0.079	0	0	0.468	0.489
PGR	MDM2	9606.ENSP00000325120	9606.ENSP00000258149	0	0	0	0	0	0.057	0	0.405	0.414
PGR	CAPZA1	9606.ENSP00000325120	9606.ENSP00000263168	0	0	0	0	0	0	0.900	0.058	0.901
PGR	ATM	9606.ENSP00000325120	9606.ENSP00000278616	0	0	0	0	0	0	0	0.454	0.454
PGR	HSPA4	9606.ENSP00000325120	9606.ENSP00000302961	0	0	0	0	0	0.065	0	0.961	0.962
PGR	CREB1	9606.ENSP00000325120	9606.ENSP00000387699	0	0	0	0	0	0.078	0	0.401	0.424
PGR	LCOR	9606.ENSP00000325120	9606.ENSP00000360138	0	0	0	0	0	0.057	0	0.438	0.448
PGR	ZEB1	9606.ENSP00000325120	9606.ENSP00000354487	0	0	0	0	0	0.104	0	0.450	0.486
PGR	PRLR	9606.ENSP00000325120	9606.ENSP00000482954	0	0	0	0	0.083	0	0	0.535	0.556
PGR	PTGS2	9606.ENSP00000325120	9606.ENSP00000356438	0	0	0	0	0.062	0.056	0	0.570	0.586
PGR	OPRM1	9606.ENSP00000325120	9606.ENSP00000394624	0	0	0	0	0	0.056	0	0.649	0.654
PGR	MAPK10	9606.ENSP00000325120	9606.ENSP00000352157	0	0	0	0	0.080	0	0.800	0.067	0.813
PGR	MAPK8	9606.ENSP00000325120	9606.ENSP00000378974	0	0	0	0	0.062	0	0.800	0.246	0.846
PGR	PIK3R1	9606.ENSP00000325120	9606.ENSP00000428056	0	0	0	0	0	0.070	0.800	0.308	0.860
PGR	PRKACB	9606.ENSP00000325120	9606.ENSP00000359719	0	0	0	0	0.062	0	0.900	0	0.902
PGR	DYNC1I2	9606.ENSP00000325120	9606.ENSP00000380308	0	0	0	0	0.062	0.077	0.900	0.045	0.906
PGR	ERBB4	9606.ENSP00000325120	9606.ENSP00000342235	0	0	0	0	0.071	0.102	0.900	0.510	0.953
PHC3	YAF2	9606.ENSP00000420294	9606.ENSP00000328004	0	0	0	0	0	0	0.600	0.406	0.752
PHC3	SEC62	9606.ENSP00000420294	9606.ENSP00000337688	0	0	0	0	0	0	0	0.580	0.580
PHC3	PDE4DIP	9606.ENSP00000420294	9606.ENSP00000358363	0	0	0	0	0	0	0	0.570	0.570
PHC3	MTF2	9606.ENSP00000420294	9606.ENSP00000359321	0	0	0	0	0.062	0	0.360	0.576	0.723
PHC3	AEBP2	9606.ENSP00000420294	9606.ENSP00000381840	0	0	0	0	0.062	0.059	0.900	0.061	0.906
PHC3	HDAC2	9606.ENSP00000420294	9606.ENSP00000430432	0	0	0	0	0	0	0.900	0.084	0.904
PHC3	CDC27	9606.ENSP00000420294	9606.ENSP00000434614	0	0	0	0	0	0	0.900	0.107	0.906
PHC3	PCGF5	9606.ENSP00000420294	9606.ENSP00000445704	0	0	0	0	0.065	0.253	0.900	0.369	0.950
PHF14	PHF3	9606.ENSP00000385795	9606.ENSP00000262043	0	0	0	0	0.080	0	0	0.522	0.542
PHF14	BRWD3	9606.ENSP00000385795	9606.ENSP00000362372	0	0	0	0	0.063	0.077	0	0.374	0.411
PHF14	NAP1L1	9606.ENSP00000385795	9606.ENSP00000477538	0	0	0	0	0.063	0	0	0.486	0.497
PHF3	MED13	9606.ENSP00000262043	9606.ENSP00000380888	0	0	0	0	0.165	0	0	0.372	0.453
PHF3	TRMT11	9606.ENSP00000262043	9606.ENSP00000333934	0	0	0	0	0.077	0	0	0.435	0.456
PHF3	EYS	9606.ENSP00000262043	9606.ENSP00000424243	0	0	0	0	0	0	0	0.457	0.457
PHF3	TRMT13	9606.ENSP00000262043	9606.ENSP00000359160	0	0	0	0	0	0	0	0.470	0.470
PHF3	IPO11	9606.ENSP00000262043	9606.ENSP00000386992	0	0	0	0	0.042	0	0	0.499	0.499
PHF3	PHF14	9606.ENSP00000262043	9606.ENSP00000385795	0	0	0	0	0.080	0	0	0.522	0.542
PHF3	ERBB2IP	9606.ENSP00000262043	9606.ENSP00000426632	0	0	0	0	0.141	0	0	0.617	0.657
PHF3	ARHGAP12	9606.ENSP00000262043	9606.ENSP00000345808	0	0	0	0	0.113	0	0	0.692	0.715
PHF3	PTP4A1	9606.ENSP00000262043	9606.ENSP00000359685	0	0	0	0	0.062	0	0	0.715	0.721
